elev,lat,lon,yrst,yrstp,notes
57.3,32.65,-81.59,2006,2019,
86.9,30.87,-96.62,2006,2019,
92.1,40.1,-75.26,2005,2019,
319.1,33.25,-97.58,2006,2019,
303.9,38.96,-94.37,2006,2019,
230.1,34.86,-86.55,2006,2019,
319.7,41.2,-96.11,2006,2019,
223.7,40.95,-91.51,2006,2019,
110.6,33.1,-94.96,2006,2019,
269.8,41.4,-92.94,2006,2019,
989.1,35.61,-100.99,2006,2019,
128.9,31.78,-95.7,2006,2019,
889.4,36.41,-100.75,2006,2019,
24.1,27.78,-97.69,2006,2019,
64.6,38.4,-77.45,2006,2019,
342.3,33.11,-98.55,2006,2019,
140.8,39.02,-87.65,2006,2019,
260.3,32.35,-97.43,2006,2019,
193.6,45.65,-84.51,2006,2019,
648.3,48.3,-116.56,2006,2019,
516.6,30.24,-98.91,2006,2019,
160.3,40.44,-75.38,2006,2019,
257.6,42.22,-92.02,2006,2019,
272.8,44.89,-91.86,2006,2019,
498.4,39,-80.27,2006,2019,
438.6,34.11,-117.68,2017,2019,
161.2,38.61,-87.72,2006,2019,
79.9,36.23,-90.03,2015,2019,
162.5,33.9,-117.6,2006,2019,
164.3,39.17,-77.16,2007,2019,
737,32.15,-111.16,2007,2019,
192.6,44.63,-86.2,2006,2019,
471.8,35.86,-98.42,2006,2019,
251.8,44.33,-89.02,2006,2019,
373.7,42.73,-95.55,2006,2019,
2159.8,42.8,-109.8,2006,2019,
32.6,30.75,-92.68,2005,2019,
206.4,33.6,-83.13,2006,2019,
117,33.15,-83.24,2006,2019,
256,41.23,-92.49,2006,2019,
351.7,36.61,-83.73,2006,2019,
436.8,34.7,-99.33,2005,2019,
236.2,39.6,-78.76,2006,2019,
492.6,35.54,-98.93,2005,2019,
279.2,35.95,-96.77,2006,2019,
431.9,35.47,-98,2005,2019,
312.1,35.28,-96.67,2005,2019,
95.7,31.04,-86.31,2006,2019,
137.5,31.85,-86.61,2006,2019,
86.9,31.95,-85.12,2006,2019,
139.9,42.07,-124.29,2005,2019,
359.7,45.37,-94.74,2005,2019,
494.7,43.99,-95.78,2005,2019,
1898.6,43.74,-111.09,2006,2019,
251.2,41.96,-85.59,2006,2019,
46.9,28,-82.16,2006,2019,
2.4,27.92,-82.44,2006,2019,
202.7,46.01,-83.74,2006,2019,
314.6,34.23,-86.25,2006,2019,
0,35.63,-91.16,2006,2019,
327.1,41.03,-80.41,2006,2019,
293.5,36.86,-84.85,2006,2019,
4.9,30.29,-87.67,2006,2019,
28,63.49,-162.11,2006,2019,
54.3,30.7,-87.02,2007,2019,
5.2,38.97,-76.33,2007,2019,
4113.3,39.8,-105.76,2007,2019,
344.1,45.12,-95.13,2007,2019,
164.3,47.1,-122.28,2007,2019,
82.3,28.35,-97.71,2007,2019,
57.3,31.06,-82.76,2007,2019,
1153.1,34.85,-102.33,2007,2019,
55.8,34.1,-93.06,2013,2019,
131.1,28.95,-98.51,2007,2019,
233.2,39.22,-82.23,2007,2019,
157.3,35.6,-92.45,2007,2019,
304.2,33.85,-98.48,2007,2019,
395.9,41.41,-96.1,2009,2019,
1.2,38.15,-122.55,2014,2019,
25,39.93,-74.29,2007,2019,
201.2,39.98,-75.86,2007,2019,
582,34.85,-83.98,2008,2019,
2554.2,36.42,-105.29,2009,2019,
308.8,41.83,-94.16,2009,2019,
284.1,34.27,-87.6,2009,2019,
363,40.33,-82.51,2009,2019,
253.3,43.43,-86,2009,2019,
1013.5,37.58,-101.73,2016,2019,
971.1,39.43,-101.04,2012,2019,
954.9,37.16,-101.37,2015,2019,
251.2,37.16,-95.77,2010,2019,
928.1,39.11,-100.81,2019,2019,
290.2,37.45,-94.73,2010,2019,
1040.3,39.77,-101.8,2012,2019,
903.1,38.47,-100.88,2019,2019,
934.8,37.6,-101.37,2018,2019,
280.7,37.36,-85.3,2018,2019,
203.9,37.81,-85.5,2017,2019,
176.2,36.67,-88.37,2010,2019,
312.1,37.58,-84.77,2009,2019,
166.4,38.56,-82.73,2014,2019,
236.2,37.69,-85.92,2016,2019,
278.3,38.54,-83.74,2014,2019,
305.1,37.63,-84.33,2011,2019,
311.2,38.07,-83.98,2012,2019,
372.5,37.75,-82.63,2012,2019,
449,37.56,-82.56,2014,2019,
358.8,36.8,-84.2,2016,2019,
36.6,30.82,-89.86,2012,2019,
23.2,30.56,-92.09,2013,2019,
556.3,44.99,-70.66,2017,2019,
350.5,40.35,-94.91,2017,2019,
234.7,39.73,-91.44,2012,2019,
402.6,37.65,-92.65,2017,2019,
278.9,38.61,-94.34,2016,2019,
401.1,36.9,-94.01,2009,2019,
89.9,36.6,-89.99,2016,2019,
264.3,39.46,-92.42,2017,2019,
237.4,39.1,-93.2,2014,2019,
250.9,39.16,-91.81,2016,2019,
285.3,38.35,-93.34,2017,2019,
96,36.9,-89.56,2015,2019,
386.2,46.22,-97.63,2014,2019,
362.1,44.57,-72.01,2009,2019,
278.9,44.88,-72.23,2009,2019,
70.1,44.93,-73.1,2008,2019,
72.2,37.4,-77.51,2011,2019,
7,36.78,-76.45,2011,2019,
41.2,37.85,-76.88,2009,2019,
160.9,33.57,-86.05,2012,2019,
147.2,33.9,-87.31,2011,2019,
213.1,33.31,-86.92,2016,2019,
173.4,33.17,-86.3,2014,2019,
1896.2,42.71,-110.94,2013,2019,
2220.5,41.82,-110.55,2013,2019,
2145.5,41.39,-110.4,2013,2019,
1552,44.87,-108.79,2014,2019,
2138.5,41.44,-106.82,2013,2019,
2224.1,43.55,-109.69,2013,2019,
2421.9,38.7,-106.07,2010,2019,
1810.5,38.24,-108.56,2012,2019,
1583.1,38.78,-108.06,2012,2019,
2294.2,38.53,-106.05,2009,2019,
1612.1,40.03,-105.21,2010,2019,
1564.2,40.02,-105.05,2014,2019,
1393.2,40.33,-103.8,2012,2019,
2500.3,40.09,-105.91,2017,2019,
1137.2,40.57,-102.26,2010,2019,
1541.1,40.17,-105.16,2011,2019,
2335.1,37.28,-107.05,2009,2019,
137.8,34.38,-89.55,2009,2019,
375.2,30.5,-97.96,2009,2019,
268.2,41.3,-85.06,2009,2019,
1231.1,40.62,-103.26,2010,2019,
127.1,41.38,-72.5,2009,2019,
1432.3,39.18,-119.73,2010,2019,
1440.5,39,-119.75,2014,2019,
2.1,40.7,-74,2016,2019,
610.2,35.43,-99.4,2014,2019,
174,34.03,-95.53,2012,2019,
272.2,36.18,-96.15,2013,2019,
1718.2,40.48,-111.42,2010,2019,
1288.1,41.55,-112.06,2014,2019,
1483.8,37.01,-112.53,2013,2019,
1316.1,40.61,-112.35,2015,2019,
281,40.03,-86.25,2014,2019,
21,38.53,-121.78,2009,2019,
135,32.15,-94.85,2009,2019,
391.1,32.72,-98.89,2009,2019,
7,40.62,-74.25,2017,2019,
129.2,26.97,-99.25,2009,2019,
312.1,42.68,-90.45,2009,2019,
15.2,29.98,-92.08,2009,2019,
248.1,44.78,-88.55,2009,2019,
28,30.46,-87.87,2009,2019,
208.2,41.33,-86.66,2009,2019,
69.2,29.72,-95.38,2009,2019,
173.1,34.3,-81.63,2009,2019,
212.1,34.5,-81.95,2009,2019,
22.3,33.18,-80.03,2009,2019,
200.3,34.78,-81.2,2009,2019,
161.2,33.65,-81.68,2009,2019,
75.3,33.25,-81.38,2009,2019,
92.1,34.28,-80.56,2009,2019,
20.1,33.72,-79.85,2009,2019,
73.2,34.72,-79.95,2009,2019,
5.2,32.7,-80,2010,2019,
148.1,34.72,-80.85,2009,2019,
28,34.18,-79.33,2009,2019,
31.1,32.92,-80.63,2013,2019,
55.2,34,-80.36,2009,2019,
38.1,32.41,-80.63,2009,2019,
10.1,33.83,-79.12,2009,2019,
37.2,38.91,-121.35,2009,2019,
646.2,38.03,-120.41,2009,2019,
397.2,36.53,-93.2,2009,2019,
51.2,29.8,-95.9,2009,2019,
1877.6,41.13,-104.86,2009,2019,
523,44.02,-97.08,2009,2019,
314.3,36.75,-97.35,2009,2019,
845.2,35.88,-101.03,2009,2019,
183.2,35.28,-95.1,2009,2019,
413,35.48,-97.81,2009,2019,
194.2,43.66,-84.26,2009,2019,
45.1,34.62,-79.73,2009,2019,
17.1,33.06,-80.27,2009,2019,
111.3,34.4,-80.11,2009,2019,
176.2,34.32,-81.1,2009,2019,
2035.2,35.3,-112.2,2009,2019,
251.2,38.35,-93.68,2009,2019,
21,29.5,-95.47,2009,2019,
1055.2,44.1,-121.2,2009,2019,
333.2,30.53,-98.36,2009,2019,
2114,38.75,-104.85,2012,2019,
374.6,43.24,-93.62,2009,2019,
311.2,33.42,-112.68,2013,2019,
787.3,38.72,-120.75,2009,2019,
20.1,37.51,-122.5,2009,2019,
370,31.11,-98.19,2009,2019,
188.1,30.4,-97.56,2009,2019,
44.2,36.33,-77.63,2009,2019,
311.2,40.23,-83.35,2009,2019,
2057.1,38.36,-119.51,2009,2019,
3.1,28.87,-82.56,2009,2019,
726,30.74,-101.2,2009,2019,
224,27.2,-92.2,2009,2019,
224,28.6,-91.2,2009,2019,
224,27.82,-94.31,2009,2019,
224,27.3,-93.53,2009,2019,
33.2,31.55,-81.88,2010,2019,
10.1,29.47,-81.2,2009,2019,
354.2,33.63,-85.15,2011,2019,
403.9,38.15,-120.64,2016,2019,
1455.1,42.05,-104.93,2016,2019,
240.5,39.61,-77,2011,2019,
339.9,41.05,-93.68,2010,2019,
221.3,38.98,-82.57,2019,2019,
232.6,41.04,-83.98,2016,2019,
108.2,31.43,-83.48,2011,2019,
307.2,40.2,-84.53,2010,2019,
393.2,33.91,-84.94,2011,2019,
36.3,29.12,-89.55,2010,2019,
224,28.64,-89.79,2010,2019,
224,29.48,-93.63,2010,2019,
224,29.12,-91.86,2010,2019,
1584.8,34.65,-106.83,2010,2019,
0,28.06,-95.87,2010,2019,
0.3,27.96,-93.67,2011,2019,
34.1,28.5,-95.71,2010,2019,
9,27.73,-96.18,2010,2019,
773.3,43.58,-116.52,2010,2019,
17.4,30.35,-85.78,2011,2019,
241.1,41.07,-86.18,2010,2019,
490.1,47.45,-99.15,2010,2019,
80.2,30.9,-83.88,2010,2019,
85,32.65,-93.29,2011,2019,
671.2,35.95,-114.86,2011,2019,
236.2,28.21,-100.01,2010,2019,
309.1,34.82,-82.7,2010,2019,
101.2,27.35,-94.63,2011,2019,
2225,41.73,-106.46,2010,2019,
14.3,48.35,-122.66,1996,2019,
1110.1,46.25,-114.12,1996,2019,
430.1,36.65,-83.21,2011,2019,
101.2,33.43,-88.84,2013,2019,
517.3,31.84,-99.4,2010,2019,
218.5,35.51,-86.8,2018,2019,
72.5,31.67,-89.17,2012,2019,
100.3,36.77,-77.79,2014,2019,
166.1,31.64,-96.51,2013,2019,
515.4,38.34,-98.22,2018,2019,
75.3,32.3,-90.41,2011,2019,
197.8,46.79,-90.75,2016,2019,
1540.2,39.67,-119.87,2011,2019,
2095.2,38.95,-104.57,2011,2019,
555,48.88,-99.62,2010,2019,
840,46.93,-103.98,2011,2019,
272.2,48.78,-97.63,2011,2019,
198.1,34.69,-86,2011,2019,
450.2,48.48,-99.23,2010,2019,
255.1,44.25,-90.85,2010,2019,
594.1,48.93,-103.29,2011,2019,
691,48.38,-102.89,2010,2019,
16.2,35.94,-77.54,2010,2019,
251.2,48.41,-97.37,2011,2019,
553.2,47.29,-101.58,2011,2019,
472.1,48.39,-100.02,2011,2019,
643.1,47.8,-103.25,2010,2019,
218.2,38.95,-92.68,2011,2019,
593.1,46.77,-100.89,2010,2019,
491,46.12,-89.88,2011,2019,
636.7,46.81,-101.86,2013,2019,
264.3,33.78,-83.69,2017,2019,
254.2,43.07,-83.26,2013,2019,
143.3,38.7,-87.13,2013,2019,
24.1,29.07,-81.28,2012,2019,
359.7,36.34,-84.16,2015,2019,
684.3,48.3,-102.4,2011,2019,
427,46.94,-98.01,2011,2019,
53,29.23,-87.78,2011,2019,
30.2,27.83,-91.98,2010,2019,
28,28.63,-91.48,2011,2019,
58.2,27.63,-90.45,2011,2019,
75.3,29.18,-94.51,2010,2019,
25,29.3,-88.84,2011,2019,
711.1,48.73,-116.29,2011,2019,
130.2,34.92,-88.6,2011,2019,
50.3,27.2,-90.03,2011,2019,
10.1,30.07,-94.21,2011,2019,
53,34.3,-90.51,2011,2019,
288,40.28,-83.11,2011,2019,
378.3,45.51,-91.98,2011,2019,
149.1,31.61,-90.4,2011,2019,
542.2,46.22,-100.24,2011,2019,
373.1,41.23,-96.6,2011,2019,
108.8,32.52,-94.3,2011,2019,
342.3,40.37,-83.81,2011,2019,
5.2,30.62,-81.46,2011,2019,
142.7,32.11,-84.18,2011,2019,
324,37.97,-92.69,2011,2019,
100.3,32.61,-82.37,2011,2019,
920.5,34.56,-117.67,2011,2019,
115.2,29.25,-88.44,2011,2019,
25.3,26.93,-94.68,2011,2019,
90.2,28.27,-92.26,2011,2019,
30.2,29.12,-90.2,2011,2019,
225.3,40.71,-86.37,2011,2019,
93.3,32.21,-83.12,2011,2019,
1246,32.08,-106.15,2010,2019,
5.2,30.03,-85.53,2012,2019,
545,32.43,-99.85,1996,2019,
292.3,33.23,-84.27,2011,2019,
12.2,30.72,-91.47,2011,2019,
187.2,35.7,-79.5,2011,2019,
2588.1,42.52,-108.78,2012,2019,
355,44.02,-92.48,2011,2019,
298.1,35.18,-86.06,2012,2019,
1667.3,41.33,-104.26,2013,2019,
1607.2,41.52,-104,2013,2019,
1333.5,41.22,-103.1,2014,2019,
1219.2,47.28,-110.8,2013,2019,
1234.4,47.28,-110.36,2012,2019,
1336.6,47.1,-110.16,2012,2019,
1093.3,47.38,-109.81,2013,2019,
1116.5,47.45,-109.41,2012,2019,
1343.3,47.6,-112.31,2012,2019,
1310.6,47.33,-112.1,2013,2019,
1178.7,47.7,-111.95,2013,2019,
1108,47.32,-111.46,2012,2019,
1152.1,47.75,-111.55,2012,2019,
1329.8,46.45,-109.8,2012,2019,
1414.3,46.7,-109.73,2012,2019,
1256.1,47.02,-109.63,2012,2019,
1161.3,47.07,-109.03,2012,2019,
1086,47.33,-108.93,2013,2019,
482.8,47.97,-100.58,2014,2019,
588.6,47.91,-100.92,2012,2019,
598.6,47.71,-101.01,2012,2019,
631.6,47.8,-101.29,2012,2019,
640.7,47.75,-101.67,2012,2019,
619.4,47.9,-101.67,2012,2019,
643.7,48.12,-101.96,2012,2019,
578.2,47.97,-102.22,2012,2019,
678.2,48.35,-102.3,2012,2019,
670.3,48.41,-101.89,2012,2019,
693.4,48.55,-102.12,2012,2019,
569.4,48.67,-101.88,2012,2019,
466.3,48.83,-101.28,2012,2019,
149.4,43.99,-73.09,2012,2019,
247.2,41.57,-86.73,2012,2019,
330.1,35.38,-86.24,2012,2019,
111.3,31.68,-83.27,2012,2019,
123.1,30.88,-96.97,2012,2019,
78,31.89,-82.64,2012,2019,
2225,43.47,-108.38,2012,2019,
1.5,26,-81.67,2012,2019,
27.4,28.23,-82.15,2012,2019,
135.3,32.16,-95.82,2012,2019,
175.3,32.93,-96.43,2012,2019,
237.1,39.33,-94.31,2012,2019,
4.6,30.17,-90.94,2019,2019,
896.1,29.63,-104.36,2013,2019,
280.4,44.48,-93.01,2006,2019,
295.1,46.24,-96.6,2006,2019,
436.2,43.62,-96.21,2006,2019,
213.7,43.46,-83.44,2005,2019,
1.5,27.81,-97.08,2006,2019,
0.3,24.56,-81.75,1973,2019,
25,28.29,-81.43,2006,2019,
23.5,28.47,-82.45,2006,2019,
1.8,24.58,-81.68,1973,2019,
2.4,24.73,-81.05,2006,2019,
8.8,25.79,-80.31,1973,2019,
6.7,28.01,-82.34,2005,2019,
4,26.38,-80.1,2006,2019,
3.1,25.91,-80.28,2006,2019,
1.5,25.48,-80.38,1943,2019,
3.1,25.65,-80.43,2006,2019,
5.8,26.69,-80.09,1943,2019,
293.5,34.27,-86.85,2006,2019,
343.2,44.07,-93.55,2006,2019,
319.1,44.75,-95.55,2006,2019,
7.6,26.92,-81.99,2006,2019,
2.7,26,-80.24,2006,2019,
2.7,26.16,-81.77,1999,2019,
4.3,26.2,-80.17,2006,2019,
8.2,28.1,-80.64,1974,2019,
0.3,29.45,-90.26,2006,2019,
132.3,32.74,-95.49,2006,2019,
309.7,34.8,-96.67,2006,2019,
10.7,28.52,-80.8,2006,2019,
6.4,26.25,-80.1,2006,2019,
27.4,28.43,-81.32,1952,2019,
179.8,34.4,-96.14,2005,2019,
449.3,36.77,-98.67,2006,2019,
32.9,28.55,-81.33,1990,2019,
65.2,35.14,-90.23,2005,2019,
26.5,29.17,-82.23,2006,2019,
16.8,28.78,-81.24,1973,2019,
237.4,42.69,-88.3,2006,2019,
7.9,30.5,-81.69,1948,2019,
3680.2,39.47,-106.15,2006,2019,
78.3,31.48,-82.86,2006,2019,
6.1,30.23,-81.66,1973,2019,
4.9,30.4,-81.41,1973,2019,
24.7,30.22,-81.87,2006,2019,
6.7,30.4,-86.47,2006,2019,
14,32.13,-81.2,1948,2019,
350.5,35.1,-97.96,2006,2019,
45.1,34.98,-78.36,2006,2019,
118.3,38.09,-88.12,2006,2019,
278.9,41.93,-88.7,2006,2019,
202.4,40.2,-87.6,2006,2019,
339.2,34.47,-97.95,2006,2019,
223.4,35.78,-80.3,2006,2019,
12.2,32.9,-80.04,1945,2019,
92.4,39.42,-77.38,2005,2019,
261.8,42.25,-89.58,2006,2019,
11.3,32.48,-80.71,1945,2019,
232.9,40.93,-90.43,2006,2019,
13.7,31.88,-81.56,2006,2019,
221,36.29,-95.47,2006,2019,
253.9,36.61,-94.73,2006,2019,
350.2,44.68,-84.72,2006,2019,
179.5,32.7,-97.04,2006,2019,
951.9,36.68,-101.5,2006,2019,
749.2,35.98,-115.13,2006,2019,
375.2,41.58,-95.33,2006,2019,
17.1,40.96,-72.25,2006,2019,
299.9,35.72,-96.82,2006,2019,
3593.9,37.45,-106.8,2006,2019,
7.3,27.5,-80.37,2006,2019,
2.4,27.77,-82.62,1986,2019,
4.6,26.59,-81.86,1943,2019,
1010.4,32.68,-102.65,2006,2019,
9.5,26.54,-81.75,2006,2019,
372.2,34.32,-84.41,2005,2019,
5.8,27.96,-82.54,1940,2019,
126.5,32.7,-94.94,2006,2019,
147.8,30.17,-96.98,2005,2019,
294.7,45.16,-93.84,2005,2019,
8.5,27.4,-82.55,2006,2019,
3.4,27.91,-82.68,2006,2019,
5.8,27.07,-82.44,2011,2019,
43.3,28,-82.05,2006,2019,
11.6,29.63,-83.1,1943,2019,
740.7,32.69,-100.95,2006,2019,
38.1,27.95,-81.78,2005,2019,
449,40.15,-97.58,2006,2019,
182.9,43.43,-83.86,2006,2019,
187.8,41.54,-87.53,2006,2019,
191.7,41.12,-87.84,2006,2019,
266.7,35.48,-81.16,2006,2019,
279.5,46.84,-96.66,2006,2019,
43.3,31.25,-82.4,1942,2019,
50.3,35.54,-78.39,2006,2019,
214.9,35.39,-80.7,2006,2019,
160.9,35.44,-94.8,2006,2019,
83.5,32.19,-82.37,2006,2019,
7.9,31.26,-81.46,2006,2019,
4.9,31.15,-81.39,1973,2019,
7,30.37,-89.45,2005,2019,
16.8,30.39,-84.35,1942,2019,
112.5,36.02,-78.33,2005,2019,
1546,44.52,-114.21,2005,2019,
152.7,32.58,-96.71,2006,2019,
313.3,45.24,-93.98,2006,2019,
206.4,45.43,-84.91,2006,2019,
86.3,31.08,-83.8,2005,2019,
185.6,35.42,-80.15,2006,2019,
199.3,41.35,-89.15,2006,2019,
24.7,41.35,-71.79,2006,2019,
666.9,36.44,-99.52,2005,2019,
216.4,34.72,-84.86,2006,2019,
2151.9,39.22,-104.63,2006,2019,
232.6,34.12,-84.84,2006,2019,
215.5,40.52,-90.65,2006,2019,
2,38.99,-76.48,2004,2019,
21.3,26.18,-97.97,2006,2019,
57.9,31.54,-84.19,1973,2019,
219.5,35.67,-95.94,2006,2019,
122.5,34.98,-89.78,2005,2019,
60.4,30.78,-83.27,1948,2019,
143,38.25,-78.04,2006,2019,
328,44.78,-95.03,2006,2019,
796.4,31.38,-103.51,2006,2019,
104.6,32.69,-83.65,1941,2019,
200.9,40.92,-88.62,2006,2019,
199.3,39.7,-87.66,2006,2019,
295.1,34.71,-97.22,2006,2019,
1028.4,34.17,-101.71,2006,2019,
89.6,32.63,-83.6,1942,2019,
295.7,33.31,-84.77,2006,2019,
516.9,35.2,-83.86,2006,2019,
137.5,35.02,-94.62,2006,2019,
303.6,45.15,-92.53,2006,2019,
40.2,33.36,-81.96,1948,2019,
128.9,33.47,-82.03,2006,2019,
238.1,41.89,-89.07,2006,2019,
301.5,45.82,-92.37,2006,2019,
388.6,34.27,-83.83,2006,2019,
203,45.69,-85.56,2006,2019,
327.1,35.36,-96.94,2006,2019,
80.5,35.21,-91.73,2006,2019,
5.5,27.18,-80.22,2006,2019,
307.9,33.63,-84.44,1973,2019,
7.6,33.93,-78.07,2005,2019,
725.4,32.47,-100.46,2006,2019,
185.6,36.29,-78.98,2006,2019,
224.6,40.29,-88.14,2006,2019,
256,33.78,-84.52,2006,2019,
305.4,33.88,-84.3,2006,2019,
243.2,33.36,-84.56,2006,2019,
910.4,36.2,-81.65,2002,2019,
266.1,35.93,-95,2006,2019,
5.8,29.73,-85.03,1945,2019,
75.3,35.58,-79.1,2006,2019,
287.1,29.21,-99.74,2006,2019,
3667.1,38.48,-106.31,2006,2019,
187.8,42.05,-90.1,2006,2019,
9.5,48.71,-122.91,2006,2019,
9.1,28.65,-96.68,2006,2019,
26.5,30.48,-86.51,1938,2019,
888.2,41.96,-100.56,2006,2019,
3.1,29.96,-81.34,2006,2019,
23.5,28.82,-81.81,2006,2019,
1129.3,35.86,-102.01,2006,2019,
57.9,30.78,-86.52,1973,2019,
97.8,33.62,-81.08,2007,2019,
94.2,32.56,-82.98,2006,2019,
6.1,38.53,-76.03,2006,2019,
121.9,31.36,-85.84,2013,2019,
38,30.48,-87.18,2001,2019,
1996.1,41.04,-107.49,2013,2019,
34.1,30.48,-87.18,1990,2019,
8.5,30.35,-87.31,1945,2019,
60.7,30.72,-87.01,1973,2019,
65.5,30.69,-88.24,1973,2019,
396.2,31.67,-98.14,2009,2019,
7.9,30.63,-88.06,1942,2019,
96.6,31.35,-85.66,2006,2019,
74.4,31.36,-85.75,2008,2019,
434,42.24,-96.98,2006,2019,
109.1,34.89,-79.75,2006,2019,
15.2,38.98,-76.92,2006,2019,
58,30.65,-86.51,1949,2019,
32,40.62,-74.66,2006,2019,
3.1,30.13,-93.37,2006,2019,
198.1,39.53,-84.39,2006,2019,
70.7,32.35,-85,1939,2019,
94.8,32.51,-92.58,2006,2019,
363.6,44.73,-96.26,2006,2019,
50.9,32.76,-91.88,2006,2019,
119.5,32.52,-84.94,1948,2019,
3.4,42.1,-70.67,1996,2019,
61.6,32.3,-86.4,1973,2019,
10.1,27.27,-80.85,2007,2019,
52.1,32.38,-86.35,1935,2019,
50.6,32.34,-86.98,2014,2019,
121,31.86,-86.01,1973,2019,
114,31.32,-85.45,2006,2019,
91.7,31.27,-85.71,1954,2019,
325.5,33.92,-84.51,1946,2019,
311.8,40.68,-92.9,2009,2019,
94.5,31.31,-86.39,2006,2019,
78.6,31.42,-87.04,2006,2019,
180.4,34.65,-86.94,2006,2019,
187.5,33.57,-86.74,1942,2019,
236.5,32.62,-85.43,2006,2019,
173.4,33.97,-86.08,2006,2019,
45.7,33.21,-87.61,1973,2019,
181.1,33.59,-85.85,1973,2019,
367.3,40.95,-95.91,2006,2019,
5,29.78,-93.3,1981,2019,
2,29.8,-92.8,1987,2019,
172.2,33.18,-86.78,2002,2019,
1.2,30,-90.27,1945,2019,
13.4,30.52,-90.41,2006,2019,
7.3,30.04,-91.88,2006,2019,
2.7,30.05,-90.02,1942,2019,
0.6,29.82,-90.01,1973,2019,
36.9,31.74,-93.09,2006,2019,
19.5,30.54,-91.14,2010,2019,
218.2,37.03,-85.95,2005,2019,
276.2,31.42,-97.8,2005,2019,
854.4,32.04,-102.1,2006,2019,
2.7,29.72,-91.33,2006,2019,
8.2,30.34,-89.82,2005,2019,
346.6,42.47,-93.2,2007,2019,
452.9,45.47,-89.8,2006,2019,
2385.4,38.1,-106.16,2006,2019,
62.2,30.83,-93.33,2006,2019,
1,29.33,-89.4,1977,2019,
202.1,27.35,-98.73,2006,2019,
89.6,32.34,-88.74,1942,2019,
8.8,29.3,-81.11,2006,2019,
408.4,44.25,-95.6,2006,2019,
203,42.35,-86.25,2006,2019,
82.6,32.55,-88.56,1973,2019,
224.3,42.99,-84.13,2005,2019,
89.3,31.47,-89.33,2006,2019,
100.6,32.32,-90.07,1942,2019,
30.5,29.27,-96,2006,2019,
104.2,32.34,-90.22,2005,2019,
31.4,32.23,-90.93,2013,2019,
82.9,31.62,-91.28,2006,2019,
125.9,31.18,-90.47,1973,2019,
3.1,29.05,-80.94,2006,2019,
149.1,33.17,-95.61,2006,2019,
723,29.95,-100.17,2006,2019,
59.1,34.68,-90.34,2005,2019,
243.2,38.78,-93.8,2007,2019,
489.2,35.55,-98.66,2007,2019,
5.2,27.92,-97.2,2007,2019,
100.6,31.05,-93.18,1962,2019,
2.7,30.13,-93.22,1942,2019,
1.2,29.56,-91.52,2006,2019,
5.2,30.21,-93.14,1988,2019,
11.6,30.21,-91.98,1945,2019,
2.7,29.57,-90.66,2005,2019,
4.9,29.95,-94.02,1973,2019,
196.6,29.71,-98.04,1999,2019,
1.5,29.27,-94.85,1993,2019,
13.4,29.52,-95.24,2006,2019,
46.3,30.07,-95.55,2006,2019,
29,29.98,-95.36,1973,2019,
9.8,29.62,-95.16,1941,2019,
13.4,29.64,-95.28,1996,2019,
74.7,30.36,-95.41,2006,2019,
87.8,31.24,-94.75,1973,2019,
111.6,30.74,-95.58,2006,2019,
165.8,32.35,-95.4,1973,2019,
136.6,32.03,-96.39,2006,2019,
111.3,32.39,-94.71,1991,2019,
192,32.66,-97.09,2006,2019,
77.4,32.45,-93.82,1973,2019,
54.6,32.54,-93.74,2000,2019,
50.6,32.5,-93.66,1937,2019,
24.1,32.52,-92.04,1942,2019,
36,31.4,-92.29,1941,2019,
26.2,32.35,-91.02,2005,2019,
144.8,32.71,-96.26,2006,2019,
108.2,31.58,-94.7,2006,2019,
7.3,25.91,-97.42,1947,2019,
10.4,26.23,-97.65,1942,2019,
30.5,26.18,-98.25,1973,2019,
5.8,26.17,-97.34,2005,2019,
13.4,27.77,-97.51,1946,2019,
5.5,27.68,-97.28,1973,2019,
15.2,27.5,-97.81,1973,2019,
52.7,27.74,-98.02,1946,2019,
78.3,27.9,-98.05,2011,2019,
150.6,27.53,-99.46,2008,2019,
174,29.34,-98.47,1999,2019,
6.7,28.08,-97.04,2006,2019,
145.1,28.46,-99.21,1973,2019,
7.6,29.11,-95.46,2006,2019,
240.5,29.54,-98.48,1946,2019,
280.4,29.36,-99.17,1942,2019,
210.3,29.38,-98.58,1937,2019,
221.9,29.53,-98.26,1938,2019,
492.9,29.98,-99.08,2006,2019,
182,29.89,-97.86,2006,2019,
146.3,30.18,-97.68,1999,2019,
178.6,33.19,-96.59,2006,2019,
392.6,30.74,-98.23,2006,2019,
25.6,29.62,-95.65,2006,2019,
204.2,30.32,-97.76,1999,2019,
239.9,30.68,-97.67,2006,2019,
35.1,28.86,-96.93,1941,2019,
255.7,33.65,-97.19,2006,2019,
3.7,28.73,-96.25,1946,2019,
152.4,31.62,-97.22,1942,2019,
143.3,31.64,-97.07,2007,2019,
180.4,31.49,-97.31,2006,2019,
281.6,31.13,-97.71,1960,2019,
256.3,31.08,-97.68,2006,2019,
309.4,31.07,-97.83,1950,2019,
207.9,31.15,-97.41,2006,2019,
134.1,32.85,-96.85,1946,2019,
166.7,33.63,-95.45,2006,2019,
163.1,33.07,-96.06,2006,2019,
195.7,33.21,-97.19,2006,2019,
170.7,32.9,-97.01,1973,2019,
40,61.15,-149.98,2014,2019,
