elev,lat,lon,yrst,yrstp,notes
10,-63.32,-56.68,1985,2019,
8,-64.77,-64.08,1976,2019,
12,-62.67,-60.38,1989,2019,
69,-71.32,-68.28,1985,2019,
7,-68.12,-67.13,1976,2019,
11,-62.22,-58.75,1991,2019,
40,-75.87,-59.15,1998,2019,
45,-67.02,-61.46,1990,2019,
115,-72.2,-60.16,1990,2019,
1589,-74.8,-71.48,1997,2019,
1530,-80,-119.4,1990,2019,
620,-81.65,-148.78,1997,2019,
1277,-72.02,2.53,1994,2019,
2892,-75,0,2007,2019,
546.5,-68.47,78.81,2011,2019,
4084,-80.37,77.37,1996,2019,
2830,-76.42,77.02,2005,2019,
6,-66.25,100.6,2016,2019,
42,-66.27,100.75,2014,2019,
727,-66.7,111.5,2003,2019,
755,-66.68,111.53,2007,2019,
43,-66.67,140.01,1985,2019,
39,-66.82,141.38,1991,2019,
2094,-71.65,148.65,2010,2019,
2509,-75.53,145.86,2006,2019,
1924,-73.63,160.65,2006,2019,
568,-73.52,169.75,1995,2019,
92,-74.7,164.1,1995,2019,
24.1,-77.88,166.73,1996,2019,
150,-76.72,162.96,1995,2019,
20.7,-77.87,167.05,1980,2019,
3810,-77.32,39.7,1997,2019,
3353,-74.02,43.05,1997,2019,
920,-78.55,166.65,1994,2019,
42,-66.55,107.75,1996,2019,
375,-66.28,110.76,1996,2019,
1368,-66.73,112.83,1993,2019,
63,-66.58,110.7,2004,2019,
3250,-75.12,123.36,1990,2019,
84,-77.43,163.75,1990,2019,
30,-71.88,171.2,1994,2019,
5.5,28.2,-177.38,1945,2019,
7,22.03,-159.78,1942,2019,
30.5,21.98,-159.34,1973,2019,
257.9,21.49,-158.02,1939,2019,
7.3,21.45,-157.76,1973,2019,
10.1,21.32,-158.06,2006,2019,
2.1,21.32,-157.92,1939,2019,
135,21.16,-157.09,2006,2019,
15.5,20.9,-156.42,1973,2019,
73.2,20.96,-156.67,2006,2019,
396.2,20.79,-156.94,2006,2019,
13.1,19.74,-156.04,2006,2019,
1798.3,19.76,-155.55,2006,2019,
5,10.03,139.8,1945,2019,
77.4,13.48,144.8,1973,2019,
186.5,13.58,144.91,2005,2019,
179.2,14.17,145.24,2005,2019,
82.6,15,145.62,1996,2019,
65.5,15.12,145.71,2005,2019,
82.6,15,145.62,2005,2019,
7,19.28,166.65,1996,2019,
2,11.23,169.85,1958,2019,
11.6,19.72,-155.05,1973,2019,
4,7.38,143.91,1973,2019,
2,7.35,149.2,1973,2019,
1,8.55,151.9,2004,2019,
1.5,7.45,151.83,1945,2019,
2,6.88,152.71,2004,2019,
3,5.5,153.81,1982,2019,
3,7.63,155.16,1973,2019,
3,6.99,158.2,1996,2019,
39,6.97,158.21,2004,2019,
2,6.67,159.78,2004,2019,
4,6.22,160.7,1973,2019,
2.6,5.35,162.95,1996,2019,
2.1,8.73,167.73,1944,2019,
3,7.27,168.83,1973,2019,
3,5.92,169.65,1973,2019,
4,7.08,171.13,2004,2019,
3,9.47,170.25,1973,2019,
1.8,7.07,171.27,1996,2019,
4,6.08,171.73,1973,2019,
53.6,7.37,134.54,1996,2019,
13.4,9.48,138.08,1948,2019,
4,3.85,155.01,1973,2019,
3,1.08,154.76,1958,2019,
1.5,1.99,-157.35,1941,2019,
3,-6.7,156.38,1975,2019,
3,-8.33,157.26,1943,2019,
8.5,-9.43,160.05,1943,2019,
24,-10.7,165.8,1973,2019,
5,-13.32,166.61,1991,2019,
18,-13.85,167.55,1948,2019,
51,-15.3,167.96,2010,2019,
56.1,-15.5,167.22,1973,2019,
26,-16.42,167.8,1973,2019,
21.3,-17.7,168.32,1985,2019,
198,-18.78,168.81,1948,2019,
5.8,-19.46,169.22,1973,2019,
5,-18.48,163.08,1973,2019,
84,-19.72,163.65,2001,2019,
4,-19.97,158.48,1973,2019,
12.8,-20.55,164.25,1943,2019,
7,-20.64,166.57,1973,2019,
28,-20.78,167.24,1973,2019,
13,-20.93,165.31,1973,2019,
43,-21.48,168.03,1973,2019,
15.8,-22.02,166.21,1942,2019,
72,-22.27,166.45,1945,2019,
3,-20.79,165.25,2006,2019,
96,-22.59,167.45,1973,2019,
1,3.03,172.78,1943,2019,
3,-0.88,169.53,2004,2019,
2.7,1.38,173.14,1944,2019,
2,1.38,173.15,2001,2019,
3,-1.35,176,1973,2019,
3,-5.67,176.13,1943,2019,
2,-8.52,179.21,1943,2019,
26,-12.5,177.05,1973,2019,
63,-16.13,-179.98,1973,2019,
15.2,-16.47,179.34,2002,2019,
50,-16.7,177.58,1943,2019,
4,-16.82,179.35,2003,2019,
21,-16.68,-179.86,2002,2019,
15,-17.35,178.21,2001,2019,
5,-17.15,176.9,1980,2019,
52,-17.23,-178.95,1985,2019,
18,-17.76,177.44,1942,2019,
8,-18.15,177.41,2001,2019,
5.2,-18.04,178.55,1973,2019,
3,-18.23,-178.8,1973,2019,
33,-19.05,178.16,1973,2019,
5,-19.13,179.75,1973,2019,
28,-20.67,-178.71,1973,2019,
2,-2.77,-171.71,1984,2019,
3,-9.18,-171.88,1990,2019,
121,-13.45,-172.4,2012,2019,
23,-13.75,-172.25,2012,2019,
236,-13.53,-172.71,2013,2019,
10,-13.83,-172,2012,2019,
10,-13.83,-172.01,2012,2019,
292,-13.95,-171.6,2012,2019,
24.1,-13.24,-176.19,1943,2019,
36,-14.32,-178.11,1973,2019,
17.7,-13.83,-172,1980,2019,
2,-13.8,-171.78,1973,2019,
3.7,-14.33,-170.71,1945,2019,
71.9,-18.59,-173.96,2004,2019,
9.4,-19.78,-174.34,1973,2019,
38.1,-21.23,-175.15,1996,2019,
1.8,-10.38,-161,1997,2019,
4.6,-10.92,-165.83,1973,2019,
5.8,-21.2,-159.8,1973,2019,
14,-21.9,-157.9,1997,2019,
1.5,-17.55,-149.6,1973,2019,
3,-18.08,-140.94,1973,2019,
2.1,-23.37,-149.52,1973,2019,
5.8,-3.58,143.66,1996,2019,
1587,-6.07,145.38,2001,2019,
6.1,-5.21,145.78,1996,2019,
1642.3,-5.83,144.29,2001,2019,
44.5,-9.44,147.22,1996,2019,
4,-2.05,147.41,1997,2019,
72.8,-6.57,146.72,1997,2019,
4,-2.57,150.81,1996,2019,
23,-10.32,150.33,2001,2019,
7,-10.68,152.83,1996,2019,
13,-4.33,152.36,2001,2019,
216,-34.43,172.68,1984,2019,
60,-35.9,175.1,1994,2019,
7,-37,174.8,1994,2019,
30.5,-36.79,174.63,1959,2019,
7,-37.01,174.79,1965,2019,
4,-37.67,176.19,1990,2019,
46,-37.55,178.3,1991,2019,
28,-38.17,174.7,2017,2019,
401,-38.73,176.06,1996,2019,
4.6,-38.66,177.97,1981,2019,
32,-39.02,174.18,1983,2019,
819,-39.43,175.65,2011,2019,
3,-39.47,176.86,1992,2019,
50,-40.21,175.38,1949,2019,
39,-40.32,175.6,1992,2019,
7,-40.9,174.98,1995,2019,
7,-41.3,174.8,1996,2019,
12,-41.33,174.8,1995,2019,
5,-41.73,171.56,1991,2019,
3,-40.55,173,1979,2019,
6,-41.3,173.2,1980,2019,
32,-41.72,174.26,1987,2019,
44,-42.72,170.98,1949,2019,
5,-43.87,169,1979,2019,
488,-44.52,169.9,2017,2019,
27,-44.3,171.23,1992,2019,
37.5,-43.49,172.53,1953,2019,
37,-43.48,172.51,1994,2019,
19,-45.22,166.88,1994,2019,
44,-46.15,166.6,1985,2019,
358,-45.02,168.73,1995,2019,
2,-46.42,168.33,1989,2019,
2,-45.92,170.18,2003,2019,
102,-47.27,167.45,1991,2019,
40,-50.48,166.3,1992,2019,
19,-52.55,169.15,1997,2019,
13.1,-43.82,-176.48,1996,2019,
49.5,-29.25,-177.93,1989,2019,
8,-13.75,126.15,1973,2019,
5,-14.12,123.53,1973,2019,
17.5,-12.62,131.05,1975,2019,
14,-14.72,134.75,2001,2019,
15.5,-11.17,132.48,2014,2019,
11.5,-11.55,132.92,2014,2019,
9.1,-12.33,133,2001,2019,
4,-12.63,130.36,1997,2019,
31.4,-12.42,130.87,1941,2019,
4,-13.17,130.11,1997,2019,
7,-11.78,130.01,1974,2019,
105,-13.05,131.01,1994,2019,
1,-12.23,131.88,1993,2019,
44,-13.83,131.18,1990,2019,
135,-14.52,132.37,1990,2019,
106,-14.47,132.26,1942,2019,
5,-11.15,132.13,1990,2019,
2,-11.05,132.98,1994,2019,
28,-12.67,132.9,1991,2019,
16,-12.12,134.9,1961,2019,
416,-13.33,133.08,2004,2019,
105,-13.67,134.33,2004,2019,
19,-11.02,136.75,1973,2019,
53,-12.28,136.81,1985,2019,
16.2,-13.98,136.46,2001,2019,
19,-12.68,141.91,1993,2019,
19.2,-12.68,141.92,1959,2019,
5,-10.58,142.28,1997,2019,
4,-10.05,143.06,1988,2019,
160,-13.77,143.11,2003,2019,
20,-12.78,143.3,1970,2019,
19,-14.97,145.31,2004,2019,
9,-16.45,123,1990,2019,
17.1,-17.95,122.23,1939,2019,
78,-17.58,123.81,1973,2019,
115,-18.18,125.56,1990,2019,
8,-17.53,118.95,1973,2019,
5,-15.52,123.15,1973,2019,
424,-18.23,127.66,1944,2019,
44.2,-15.78,128.7,1990,2019,
165,-16.63,128.45,1994,2019,
222,-15.75,131.91,2001,2019,
198,-17.38,131.11,1990,2019,
90,-16.4,131.01,1973,2019,
211,-16.25,133.36,1947,2019,
377,-19.63,134.18,1969,2019,
41,-16.43,136.06,1968,2019,
219,-18.65,135.95,1956,2019,
13,-15.75,136.8,1973,2019,
232,-19.92,138.11,1956,2019,
4,-17.12,139.6,2003,2019,
6,-17.75,139.53,2003,2019,
127,-18.75,138.7,2004,2019,
11,-15.48,141.75,1973,2019,
302,-18.3,143.53,2004,2019,
8,-16.72,146.11,1990,2019,
4,-16.38,145.56,1967,2019,
3,-16.89,145.75,1942,2019,
8,-16.47,147.86,1974,2019,
7,-17.72,148.45,1973,2019,
7,-18.3,146.03,1956,2019,
9.8,-17.13,152.15,2001,2019,
5.5,-19.25,146.76,1947,2019,
10,-18.52,146.38,1981,2019,
8,-19.08,152.38,1973,2019,
9,-16.29,149.96,1947,2019,
8,-24.88,113.66,1945,2019,
5.8,-22.24,114.08,1975,2019,
6,-21.45,115.01,1990,2019,
29,-20.37,116.85,1993,2019,
11,-20.75,117.15,1990,2019,
10,-20.1,119.58,1990,2019,
10.1,-20.38,118.62,1942,2019,
424,-23.17,117.75,1990,2019,
524,-23.42,119.8,1973,2019,
112,-23.03,115.03,1979,2019,
545.3,-23.81,133.9,1942,2019,
567,-22.45,133.63,1997,2019,
341.7,-20.66,139.48,1966,2019,
158,-22.92,139.9,1956,2019,
93,-24.37,139.46,2003,2019,
187,-20.67,140.5,1939,2019,
289,-21.8,139.91,2003,2019,
124,-20.67,141.73,1990,2019,
267,-21.83,140.88,2003,2019,
214,-20.73,143.13,1957,2019,
206,-20.7,143.11,2001,2019,
193,-22.37,143.08,2003,2019,
316,-20.82,144.23,1971,2019,
75,-21.6,138.36,2014,2019,
205,-24.27,144.43,1997,2019,
192,-23.43,144.28,1942,2019,
267,-23.55,145.28,1961,2019,
397,-24.88,146.25,1956,2019,
292,-20.03,146.26,1942,2019,
187,-20.55,147.83,1956,2019,
190,-23.57,148.18,1956,2019,
25,-20.5,148.55,1989,2019,
33,-21.12,149.21,1943,2019,
59,-20.35,148.95,1990,2019,
32,-22.73,150.65,2003,2019,
6,-20.53,150.38,1990,2019,
209,-21.67,150.26,1956,2019,
6,-23.13,150.75,1994,2019,
10.4,-23.38,150.47,1939,2019,
199,-24.48,150.56,1963,2019,
231,-24.9,151.1,1961,2019,
20,-23.53,151.28,1956,2019,
8,-21.97,152.46,1974,2019,
75,-23.85,151.26,1957,2019,
17,-23.87,151.21,1994,2019,
47,-24.15,151.88,1964,2019,
6,-23.45,151.91,1981,2019,
28,-24.9,152.31,1956,2019,
4,-24.12,152.71,1956,2019,
101,-24.72,153.2,1954,2019,
13,-20.93,154.4,1973,2019,
7,-23.25,155.53,1973,2019,
272,-22.78,147.61,2014,2019,
220,-24.47,148.63,2010,2019,
36.9,-28.8,114.7,1941,2019,
340,-29.27,117.68,1990,2019,
145,-25.05,115.21,1990,2019,
268,-29.68,115.88,1990,2019,
272,-29.2,116.01,1998,2019,
408,-28.12,117.83,1998,2019,
440,-28.5,119.75,1990,2019,
465,-28.62,122.41,1992,2019,
370,-28.88,121.31,2007,2019,
449,-25.78,122.96,1989,2019,
460,-26.13,126.58,2001,2019,
599,-25.03,128.3,1956,2019,
491,-25.32,131.75,1990,2019,
117,-27.55,135.45,1939,2019,
108,-29.7,144.15,1992,2019,
154,-29.43,147.98,2001,2019,
197,-28.07,145.68,1956,2019,
305.7,-26.41,146.26,1942,2019,
392,-25.85,148.56,1990,2019,
185,-28.03,147.48,1956,2019,
338,-26.48,147.96,1972,2019,
304,-26.55,148.78,1956,2019,
199,-28.05,148.6,1996,2019,
160,-28.98,148.98,1965,2019,
200,-25.63,149.78,1956,2019,
664,-29.78,151.08,1956,2019,
348,-27.15,151.26,1956,2019,
462,-29.4,151.23,2001,2019,
434,-26.57,151.83,1956,2019,
787,-28.67,151.93,1956,2019,
406.9,-27.41,151.73,1973,2019,
838,-29.05,152.01,1990,2019,
94,-27.55,152.33,2003,2019,
46,-25.9,153.08,1992,2019,
10.4,-10.95,142.45,1943,2019,
4,-26.6,153.1,1994,2019,
7,-26.38,153.03,1998,2019,
9.8,-28.83,153.26,2003,2019,
22,-28.88,153.05,1997,2019,
19.2,-27.57,153,1943,2019,
6,-27.42,153.06,1944,2019,
3,-27.93,153.43,1991,2019,
7,-27.05,153.26,1992,2019,
18,-28.35,153.38,1990,2019,
95,-25.93,153.18,1956,2019,
1060,-29.7,151.7,1990,2019,
1045,-29.68,151.7,1998,2019,
30,-29.43,153.36,1956,2019,
6.4,-28.16,153.5,1990,2019,
50,-27.43,153.55,1990,2019,
101,-27.03,153.46,1956,2019,
27.7,-27.64,152.71,2004,2019,
4.6,-20.36,148.95,2004,2019,
91.4,-17.58,123.82,2004,2019,
58.5,-12.27,136.81,2004,2019,
295.7,-21.72,122.22,2004,2019,
376.7,-19.63,134.18,2004,2019,
11.6,-31.89,152.51,2004,2019,
153.6,-36.42,146.3,2004,2019,
2,-28.83,153.55,1997,2019,
63,-29.18,153.4,2001,2019,
98,-28.63,153.63,2003,2019,
110,-33.53,115.01,1957,2019,
14,-34.37,115.13,1957,2019,
43,-32.02,115.5,1990,2019,
275,-30.33,115.53,1990,2019,
10,-31.75,115.71,2015,2019,
25,-31.92,115.86,1942,2019,
31,-32.1,115.88,1990,2019,
20.4,-31.94,115.96,1947,2019,
45.4,-31.67,116.01,1940,2019,
220,-31.95,116.05,1995,2019,
284,-30.9,116.71,1990,2019,
321,-33.12,118.83,1998,2019,
300,-34.63,117.63,1990,2019,
251,-34.57,117.01,1998,2019,
366.7,-30.79,121.46,1939,2019,
3,-34.83,116.03,1996,2019,
3,-32.2,127.53,2001,2019,
16,-32.13,133.7,1939,2019,
14,-32.8,134.21,1956,2019,
167,-31.14,136.81,1949,2019,
176,-33.72,136.5,1982,2019,
1,-34,137.53,1973,2019,
6.1,-34.95,138.53,1955,2019,
11,-34.61,135.88,1951,2019,
51,-34.92,138.61,1954,2019,
10,-35.52,138.81,1947,2019,
525,-34.73,138.93,1997,2019,
276,-34.48,139,1956,2019,
30,-34.43,140.6,1971,2019,
365,-35.17,138.66,2001,2019,
300,-32.57,139.56,1961,2019,
182,-31.08,141.7,1990,2019,
110.8,-35.38,140.53,2004,2019,
282,-32,141.46,1990,2019,
43,-34.05,141.26,2003,2019,
61,-32.4,142.41,1965,2019,
120,-33.48,145.51,1956,2019,
92,-34.53,144.83,2007,2019,
108,-30.03,145.95,1956,2019,
195,-33.07,147.23,1965,2019,
173,-31.55,147.18,1958,2019,
218,-31.53,145.8,1994,2019,
263.6,-31.48,145.83,1963,2019,
381,-34.25,148.25,1990,2019,
338,-34.63,148.03,1956,2019,
231,-33.37,147.91,1974,2019,
650,-34.72,149.73,1978,2019,
285,-32.22,148.57,1956,2019,
285,-32.72,148.18,1996,2019,
305,-32.57,148.95,1964,2019,
390,-33.9,148.15,2001,2019,
472,-32.57,149.61,1990,2019,
510,-31.27,149.26,1956,2019,
745,-33.42,149.65,1990,2019,
713,-33.43,149.56,1956,2019,
475,-32.37,149.53,1990,2019,
45,-32.58,151.16,1992,2019,
845,-34.4,149.81,1956,2019,
307,-31.03,150.26,2001,2019,
1080,-33.62,150.26,1961,2019,
679,-34.52,150.41,2001,2019,
10,-34.38,150.93,1990,2019,
121.9,-34.95,150.53,1955,2019,
82,-33.9,150.73,1996,2019,
20.4,-33.6,150.78,1939,2019,
1130,-32.73,150.23,1990,2019,
70.1,-34.04,150.68,1942,2019,
466,-31.77,150.83,1990,2019,
112,-34.07,150.76,2007,2019,
199,-33.68,151.23,2004,2019,
100,-33.85,150.85,2001,2019,
40,-33.98,150.91,1973,2019,
55,-33.8,151.01,1997,2019,
8.8,-33.92,150.98,1968,2019,
3,-33.9,151.11,1996,2019,
6.4,-33.95,151.17,1943,2019,
40,-33.85,151.2,1954,2019,
1332,-30.22,151.68,1998,2019,
987,-30.53,151.66,1956,2019,
33,-32.92,151.78,1956,2019,
30,-32.63,151.58,1996,2019,
9.4,-32.8,151.83,1942,2019,
22,-33.98,151.25,2001,2019,
21,-32.9,151.7,2001,2019,
7,-33.43,151.36,2005,2019,
155,-31.38,152.25,1998,2019,
14,-31.07,152.76,2003,2019,
5,-31.43,152.85,1996,2019,
746,-30.35,152.71,1998,2019,
120,-30.92,153.08,1956,2019,
5,-30.32,153.11,1942,2019,
910,-30.97,151.35,1998,2019,
69,-34.94,117.8,1965,2019,
32,-35.33,136.11,1961,2019,
360,-35.07,138.85,1990,2019,
165,-35.8,137.25,1956,2019,
7,-35.12,137.73,1990,2019,
342,-35.57,138.28,1994,2019,
18,-36.97,139.71,1991,2019,
58,-35.28,138.9,1998,2019,
50,-36.98,140.73,1990,2019,
69,-37.73,140.78,1941,2019,
59,-35.85,138.13,1967,2019,
47,-38.43,141.55,1956,2019,
140,-36.32,141.63,1950,2019,
82,-38.32,141.46,1990,2019,
242,-37.65,142.06,1956,2019,
10,-38.4,142.23,1991,2019,
1150,-37.3,142.6,1990,2019,
296,-37.28,142.98,1990,2019,
875,-37.23,143.2,1992,2019,
235,-37.07,142.73,1998,2019,
71,-38.28,142.45,1996,2019,
78,-35.72,142.35,2001,2019,
131,-38.07,142.76,1990,2019,
83,-38.85,143.51,1956,2019,
71,-35.38,143.53,1959,2019,
95,-38.45,144.1,1991,2019,
18,-38.1,144.53,1994,2019,
38,-39.88,143.88,1996,2019,
436,-37.52,143.78,1956,2019,
11,-38.03,144.46,1997,2019,
209,-36.73,144.31,1956,2019,
35,-38.17,144.36,1988,2019,
528,-37.38,144.96,1994,2019,
97,-36.15,144.76,1959,2019,
237,-37.9,144.11,1991,2019,
86,-37.73,144.9,1947,2019,
20,-37.87,144.75,1941,2019,
132.3,-37.67,144.84,1973,2019,
15.2,-37.98,145.1,1971,2019,
6,-38.15,145.11,1994,2019,
561,-37.87,145.33,1994,2019,
141,-36.88,145.18,1958,2019,
114,-36.43,145.4,1998,2019,
114,-35.82,145.6,1942,2019,
981,-36.22,147.53,1997,2019,
85,-38.13,145.26,2001,2019,
638,-37.22,145.83,1956,2019,
230,-37.23,145.91,1970,2019,
170,-36.55,145.96,1956,2019,
3.6,-38.63,145.81,2007,2019,
350,-36.53,147.5,2003,2019,
153,-36.42,146.3,1956,2019,
56,-38.22,146.46,1990,2019,
14,-38.45,145.3,1991,2019,
97,-39.12,146.41,1956,2019,
1707,-37.15,146.43,1990,2019,
10.7,-38.04,144.46,2004,2019,
164.3,-36.07,146.95,1990,2019,
14,-38.35,145.16,1987,2019,
314,-36.2,147.88,1972,2019,
161,-38.08,146.21,1975,2019,
182,-36.1,147.03,1964,2019,
1767,-36.87,147.26,1990,2019,
1293,-37.05,147.33,2003,2019,
1849,-36.97,147.13,1978,2019,
7,-38.1,147.14,1944,2019,
390,-35,148.6,2001,2019,
220.7,-35.17,147.46,1941,2019,
50,-37.88,147.56,1990,2019,
1735,-36.4,148.4,1990,2019,
645,-35.77,148,1990,2019,
931,-36.3,148.96,1991,2019,
778,-36.23,149.11,1973,2019,
588,-35.42,149.1,1974,2019,
574.9,-35.31,149.19,1939,2019,
666,-35.43,149.78,1975,2019,
705,-36.92,149.23,1990,2019,
762,-37,149.23,1990,2019,
350,-37.7,148.08,1998,2019,
27,-37.8,149.26,1966,2019,
15,-37.57,149.9,1956,2019,
20,-37.25,150.05,1992,2019,
17,-35.92,150.15,1956,2019,
37,-35.35,150.48,1990,2019,
54,-36.25,150.21,1961,2019,
11,-35.73,150.18,1992,2019,
625.6,-35.12,150.08,2005,2019,
117,-39.22,146.98,1992,2019,
12.7,-42.9,147.78,1961,2019,
9,-40.83,145.08,1973,2019,
92,-40.67,144.68,1988,2019,
295,-41.38,146.31,1990,2019,
22,-42.15,145.28,1976,2019,
91,-42.48,146.71,1990,2019,
667,-42.28,146.28,1990,2019,
462,-42.45,147.46,1990,2019,
148,-43.65,146.26,1956,2019,
281,-42.75,146.61,1968,2019,
27,-42.72,146.9,1990,2019,
53,-43.5,147.15,1956,2019,
171.3,-41.55,147.21,1939,2019,
5,-41.42,147.11,1990,2019,
51,-42.88,147.33,1944,2019,
238,-42.5,147.2,1956,2019,
198,-41.17,147.48,1971,2019,
20,-42.2,145.16,1948,2019,
4,-42.84,147.51,1958,2019,
750,-42.12,146.16,1956,2019,
830,-43.2,146.76,1990,2019,
575,-42,147.78,1975,2019,
10,-40.1,148,1961,2019,
11,-42.13,148.06,1956,2019,
21,-41,148.35,1960,2019,
186,-42.03,147.5,1972,2019,
56,-42,148.28,1998,2019,
6.5,-43.07,147.35,2014,2019,
7,-31.54,159.07,1947,2019,
113.1,-29.04,167.93,1947,2019,
8.3,-54.5,158.93,1973,2019,
29,-14.25,129.53,2001,2019,
15,-12.6,131.3,2003,2019,
29,-12.05,134.23,2004,2019,
32,-17.9,122.31,1998,2019,
7,-17.37,123.66,1997,2019,
4,-15.5,128.15,2001,2019,
6,-15.45,145.18,2001,2019,
594,-17.13,145.43,2001,2019,
473,-17.07,145.43,2001,2019,
13,-15.5,147.11,1993,2019,
12,-18.65,146.18,1997,2019,
19,-17.6,146,2001,2019,
12,-19.62,147.38,1997,2019,
8,-19.45,147.48,1998,2019,
24,-20.65,115.56,2001,2019,
7,-20.88,115.4,2001,2019,
11,-21.67,115.11,2001,2019,
6,-20.72,116.76,1994,2019,
183,-21.18,119.75,2001,2019,
339,-20.18,130.01,2001,2019,
282,-24.42,145.43,2003,2019,
345,-24.12,148.08,1992,2019,
10,-22.35,149.51,2004,2019,
34,-25.9,113.58,2001,2019,
498,-27.85,120.7,1994,2019,
226,-29.03,134.71,1997,2019,
51,-29.67,138.06,2001,2019,
38,-28.1,140.2,1996,2019,
47.9,-25.9,139.34,2001,2019,
178,-29.45,142.05,2001,2019,
115,-27.42,141.81,2003,2019,
132,-27.99,143.81,1996,2019,
115,-29.95,146.85,1965,2019,
145,-29.55,148.58,1966,2019,
218.5,-29.49,149.84,1995,2019,
305,-26.65,150.18,2001,2019,
297,-28.85,151.16,1992,2019,
636,-29.78,151.11,1998,2019,
112,-25.62,151.61,2003,2019,
642,-27.55,151.91,1998,2019,
15,-25.32,152.88,2001,2019,
36,-26.95,152.96,2001,2019,
26,-29.75,153.03,2007,2019,
26,-29.62,152.96,2003,2019,
33,-26.65,152.93,1965,2019,
48,-27.97,152.98,2008,2019,
10,-27.7,153.2,1997,2019,
5,-30.3,115.03,1969,2019,
3,-33.63,115.33,2001,2019,
10,-32.05,115.98,1997,2019,
6,-32.23,115.68,1985,2019,
385,-32.02,116.13,1991,2019,
17,-33.68,115.4,1990,2019,
75,-31.47,115.86,1998,2019,
200,-33.37,116.16,2003,2019,
217,-31.62,117.21,1998,2019,
299,-32.45,118.9,1990,2019,
348,-31.23,119.35,1998,2019,
27,-33.93,120.13,1998,2019,
286,-33.1,118.46,2001,2019,
144,-33.68,121.83,1991,2019,
249,-32.98,121.61,2001,2019,
263,-32.22,121.75,2001,2019,
220,-33.55,120.7,2003,2019,
110,-32.27,125.48,1975,2019,
160,-30.83,128.11,1993,2019,
74,-34.95,116.71,2004,2019,
87,-33.05,135.45,2001,2019,
100,-30.48,136.88,2001,2019,
32,-34.75,137.51,1992,2019,
166,-32.85,135.15,1998,2019,
58,-34.25,135.71,2007,2019,
12.5,-33.06,137.51,1992,2019,
14,-32.52,137.71,1997,2019,
396,-33.82,138.6,1994,2019,
109,-33.78,138.21,2001,2019,
65,-34.52,138.68,2001,2019,
116,-34.55,138.83,2003,2019,
8,-34.73,138.46,2002,2019,
20.4,-34.7,138.62,1972,2019,
17.4,-34.79,138.63,1939,2019,
730,-34.97,138.7,1986,2019,
32,-34.2,140.68,1996,2019,
53,-33.38,142.56,2003,2019,
95,-31.52,143.38,2001,2019,
100,-32.88,144.31,2001,2019,
158,-30.85,143.07,2005,2019,
135,-34.25,146.06,1970,2019,
164,-34.62,146.43,2001,2019,
144.5,-34.7,146.51,1969,2019,
169,-33.28,146.36,1982,2019,
194,-33.07,147.21,1994,2019,
258,-33.93,147.2,2001,2019,
216,-31.98,147.95,2001,2019,
134,-30.03,148.11,1994,2019,
641,-34.82,149.73,1990,2019,
324,-33.13,148.23,1969,2019,
182,-30.98,148.38,2001,2019,
285,-32.22,148.56,1997,2019,
297,-33.85,148.65,2004,2019,
281,-34.43,147.51,1975,2019,
922,-33.32,149.08,2003,2019,
948,-33.38,149.13,1998,2019,
646,-31.32,149.26,2003,2019,
230,-30.32,149.81,2003,2019,
263,-30.95,150.25,2003,2019,
362,-33.7,150.56,2007,2019,
730,-31.73,150.8,2004,2019,
8,-34.57,150.78,2001,2019,
16,-34.65,150.85,2004,2019,
44,-34.13,151.11,2010,2019,
20,-33.6,150.78,1997,2019,
376,-32.18,150.16,2007,2019,
4,-34,151.2,2010,2019,
223,-32.03,150.83,1990,2019,
4,-33.83,151.06,1996,2019,
6,-33.08,151.46,2008,2019,
20,-33.27,151.56,1995,2019,
62,-32.78,151.33,1997,2019,
200,-32.33,151.45,2001,2019,
1081,-30.53,151.61,1997,2019,
305,-33.28,151.21,1997,2019,
5,-32.18,152.5,2001,2019,
25,-32.7,152.15,2003,2019,
9,-31.88,152.51,2001,2019,
158,-35.75,136.6,1975,2019,
44,-35.28,136.93,1998,2019,
6,-35.72,137.51,1997,2019,
8,-35.55,138.6,2003,2019,
33,-35.12,139.26,1990,2019,
4,-37.18,139.8,2004,2019,
46,-35.07,139.23,2007,2019,
35,-36.65,140.51,2003,2019,
105,-35.12,142,2001,2019,
155,-37.02,141.26,2005,2019,
104,-36.33,145.06,1998,2019,
114,-36.43,145.26,2001,2019,
175,-36.1,146.5,1998,2019,
365,-36.73,146.46,1998,2019,
134,-36.67,142.16,2001,2019,
262,-38.23,143.78,2001,2019,
330,-37.07,144.23,1990,2019,
6,-37.87,144.96,2011,2019,
79,-37.73,144.9,1939,2019,
80,-37.87,145.25,1998,2019,
95,-35.57,144.95,2001,2019,
17,-37.95,144.93,2001,2019,
66,-37.73,145.1,2001,2019,
18,-38.57,146.75,2008,2019,
143,-35.98,146.35,2001,2019,
165,-36.07,146.95,1994,2019,
1520,-37.83,146.26,2001,2019,
43,-37.87,148,1965,2019,
1368,-36.5,148.28,1990,2019,
480,-37.75,147.13,1994,2019,
1483,-35.93,148.38,1998,2019,
1760,-35.53,148.76,2004,2019,
2,-36.92,149.9,2001,2019,
42,-36.67,149.81,1992,2019,
25,-36.22,150.13,1993,2019,
7.5,-37.83,144.98,1966,2019,
4,-35.9,150.15,2001,2019,
84,-35.08,150.8,2003,2019,
1120,-41.85,145.53,1998,2019,
