elev,lat,lon,yrst,yrstp,notes,reference
85.6,72,-125.26,1987,2004,ISD,
315.5,48.76,-86.34,2007,2019,ISD,
261,68.9,-133.93,2003,2018,ISD,
101,69.58,-120.8,1977,1993,ISD,
98,69.58,-120.75,1979,1979,ISD,
259,67.02,-126.12,1993,2019,ISD,
238,58.77,-111.11,1993,2019,ISD,
185,65.6,-117.76,1957,2005,ISD,
671,55.73,-120.18,1943,2019,ISD,
813,58.42,-130.03,2004,2008,ISD,
702,54.75,-110.05,2007,2013,ISD,
965,50.67,-113.33,2008,2019,ISD,
330,69.67,-121.66,2004,2018,ISD,
69,69.27,-119.22,1998,2018,ISD,
1362,52.47,-116.06,1984,2019,ISD,
230,65.62,-118.11,1983,1984,ISD,
648,54.1,-114.45,1977,2019,ISD,
213,66.1,-117.93,1938,1948,ISD,
478,64.38,-115.01,1991,1993,ISD,
903,53.15,-115.11,1977,2019,ISD,
79,45.38,-75.71,1977,2019,ISD,
160.3,61.18,-113.69,1934,2019,ISD,
37,46.5,-48.4,1985,1986,ISD,
165,69.03,-107.82,1998,2019,ISD,
580,53.72,-111.11,2008,2019,ISD,
338.3,58.62,-117.16,1977,2019,ISD,
765,53.27,-113.16,2008,2019,ISD,
570.9,56.23,-117.44,1959,2019,ISD,
0,55.42,-116.5,1983,1989,ISD,
583.4,55.29,-114.77,1955,2019,ISD,
915,49.22,-111.13,2008,2019,ISD,
9,72.77,-118.5,1978,1979,ISD,
18,68.65,-101.73,1977,2005,ISD,
610,66.78,-136.33,1989,1991,ISD,
199,48.37,-89.31,1948,2019,ISD,
12,76.23,-119.31,1996,2006,ISD,
12,76.23,-119.31,1994,1997,ISD,
941,50.6,-112.8,1955,2019,ISD,
339,58.38,-109.51,2005,2005,ISD,
168,62.72,-109.18,1991,1993,ISD,
32,62.82,-93.16,1978,1981,ISD,
20,62.23,-92.6,1978,2019,ISD,
160,62.72,-109.16,1979,1979,ISD,
58,78.78,-103.55,1948,2019,ISD,
492,58.18,-103.7,1977,2019,ISD,
490,58.18,-103.68,1979,1979,ISD,
318,59.57,-108.48,1962,2019,ISD,
318,59.57,-108.48,1988,1991,ISD,
238,59.22,-109.7,1990,1993,ISD,
440,55.83,-108.43,1977,2019,ISD,
440.1,55.84,-108.41,1979,2019,ISD,
356.6,56.86,-101.07,1977,2019,ISD,
222.2,55.8,-97.86,1967,2019,ISD,
395,68.3,-85.66,1957,2005,ISD,
399,68.3,-85.68,1979,1979,ISD,
8.2,68.78,-81.24,1957,2019,ISD,
51,69.37,-81.81,1979,2019,ISD,
65,82.5,-62.33,1950,2004,ISD,
30.5,82.52,-62.28,1987,2019,ISD,
66,82.5,-62.35,1988,1992,ISD,
28.7,62.81,-92.11,1981,2019,ISD,
36,68.32,-100.08,1998,2019,ISD,
1190,49.52,-114,1993,2019,ISD,
42,67.7,-104.47,1996,2005,ISD,
159,61.67,-117.25,2004,2005,ISD,
162,61.32,-117.6,1993,2019,ISD,
41,69.07,-79.07,1998,2019,ISD,
61,78.2,-89.71,1961,1961,ISD,
644,52.58,-110.35,2008,2019,ISD,
26.5,70.49,-68.51,1977,2019,ISD,
26,70.5,-68.5,1988,1991,ISD,
162,68.88,-75.13,1957,2017,ISD,
14,68.93,-75.28,1979,1991,ISD,
518,68.65,-71.17,1977,2019,ISD,
515,68.65,-71.23,1979,1982,ISD,
390,68.47,-66.78,1957,2018,ISD,
23,66.15,-65.73,1990,1993,ISD,
22.9,66.15,-65.71,1934,2019,ISD,
396,68.43,-66.78,1979,1979,ISD,
725,66.65,-61.38,1955,2019,ISD,
24.4,66.52,-86.22,1978,2019,ISD,
55.2,72.68,-77.96,1934,2019,ISD,
59,69.08,-79.03,1959,1963,ISD,
584,67.53,-63.78,1960,2018,ISD,
6.4,67.55,-64.03,1979,2019,ISD,
367,63.33,-64.15,1960,2019,ISD,
290,53.07,-93.35,1977,2019,ISD,
31,60.42,-64.85,1990,2005,ISD,
16,56.02,-87.68,2006,2019,ISD,
21,54.3,-130.88,1977,2004,ISD,
6,53.25,-131.8,1948,2019,ISD,
0,54.2,-131.65,1984,1984,ISD,
6,53.25,-131.83,1994,1995,ISD,
669,53.02,-110.1,1977,2019,ISD,
6,53.05,-129.68,1979,1979,ISD,
545.3,53.03,-122.51,1955,2019,ISD,
545,53.03,-122.52,1989,1994,ISD,
914,53.25,-121.41,1991,1991,ISD,
940.3,52.18,-122.05,1944,2019,ISD,
846,52,-121,1993,2001,ISD,
645,50.25,-111.7,1983,2019,ISD,
9,50,-127.41,1977,1986,ISD,
4,50.33,-127.96,1980,1983,ISD,
24,49.08,-125.76,1958,2019,ISD,
24.4,49.08,-125.77,2000,2004,ISD,
21,50.43,-128.03,1999,2001,ISD,
92,51.93,-131,1977,1993,ISD,
92,51.93,-131,2001,2019,ISD,
5,52.45,-131.23,1991,1996,ISD,
8,52.53,-131.55,1979,1995,ISD,
59.4,49.03,-122.36,1955,2019,ISD,
21.6,50.68,-127.36,1955,2019,ISD,
49,46.92,-55.38,1955,2019,ISD,
59,50.58,-126.93,1996,1996,ISD,
1027,51.63,-122.25,1955,1960,ISD,
16,49.17,-123.06,1980,2018,ISD,
27,48.92,-125.55,1996,2005,ISD,
19,49.25,-121.76,1977,2019,ISD,
46,48.72,-125.1,1955,1958,ISD,
658,50.13,-122.95,1988,1997,ISD,
5,49.22,-123.8,1992,1995,ISD,
39,49.37,-121.48,1955,2019,ISD,
41,49.37,-121.5,1991,1992,ISD,
38,49.37,-121.48,1977,1991,ISD,
283,49.03,-119.43,1990,1995,ISD,
454,49.57,-119.65,1993,1995,ISD,
482,50.22,-119.18,1977,2019,ISD,
555,50.23,-119.28,1991,1995,ISD,
935,49.12,-110.46,1991,2019,ISD,
76.1,40,-50,2003,2004,ISD,
686,52.82,-111.1,2001,2019,ISD,
766,53.55,-114.11,1994,2005,ISD,
541,54.41,-110.27,1955,2019,ISD,
688,53.67,-113.46,1944,2019,ISD,
1397,51.2,-115.55,1955,2019,ISD,
1615,51.45,-116.33,1992,1995,ISD,
1396,51.2,-115.55,1981,2008,ISD,
1298,51.08,-115.06,1991,1993,ISD,
723.3,53.31,-113.58,1960,2019,ISD,
687.3,53.67,-113.85,1985,2019,ISD,
1914,50.95,-115.18,1991,1994,ISD,
766,53.55,-114.1,1982,2013,ISD,
480.4,54.13,-108.52,1977,2019,ISD,
480,54.13,-108.53,1989,2019,ISD,
766,53.55,-114.1,1977,2003,ISD,
766,53.55,-114.11,1977,2019,ISD,
637,54.9,-109.96,1992,2004,ISD,
606,54.78,-110.07,1996,2005,ISD,
779,50.05,-112.13,1992,1993,ISD,
694,51.52,-109.18,1958,2019,ISD,
683,51.47,-109.16,1979,1991,ISD,
374,53.33,-104,1977,2019,ISD,
373,53.33,-104,1988,1995,ISD,
1080,49.43,-108.98,1977,2019,ISD,
250,59.25,-105.83,1986,2019,ISD,
306,54.62,-101.35,1957,1963,ISD,
584,53.37,-107.55,1992,2019,ISD,
238,59.22,-109.7,1993,2017,ISD,
917,49.17,-105.98,1977,2019,ISD,
409.4,49.9,-99.95,2004,2019,ISD,
510,52.02,-107.03,2005,2005,ISD,
805,50.1,-122.98,2009,2010,ISD,
796,49.07,-107.58,1991,2019,ISD,
498.3,51.27,-102.46,1955,2019,ISD,
1271,49.65,-109.51,1992,2019,ISD,
409.3,49.92,-99.95,1977,2019,ISD,
274,50.07,-96.51,1977,1990,ISD,
274,50.07,-96.51,1979,1979,ISD,
20,70.63,-100.26,1977,2019,ISD,
253,51.08,-97.55,1986,1986,ISD,
816.9,50.3,-107.68,1996,2019,ISD,
256,53.03,-100.93,1996,2005,ISD,
256,51.75,-99.9,1977,2012,ISD,
249.6,50.5,-98.03,2001,2019,ISD,
236,53.85,-94.65,1977,2019,ISD,
238,53.87,-94.66,1979,1986,ISD,
503,53.73,-105.26,2002,2005,ISD,
268,49.5,-98.03,1996,2019,ISD,
470,49.18,-98.9,1957,2019,ISD,
351,50.72,-99.53,2001,2019,ISD,
561,50.45,-100.6,1993,2019,ISD,
413,49.78,-94.36,1994,2019,ISD,
168,46.9,-71.5,1996,1996,ISD,
11,47.62,-57.61,1996,2019,ISD,
1136,49.2,-113.28,1994,2019,ISD,
1289,49.13,-113.81,1994,2019,ISD,
715,53.3,-113.6,2001,2019,ISD,
927,53.58,-116.46,2001,2019,ISD,
671,53.57,-113.51,2001,2019,ISD,
222,52.35,-97.03,2001,2019,ISD,
58,48.57,-58.56,2009,2019,ISD,
168,62.7,-109.15,1993,2019,ISD,
120,44.63,-75.73,1993,2019,ISD,
478,64.34,-115.01,1996,2005,ISD,
165,61.92,-113.71,1993,2019,ISD,
271,63.13,-117.25,1994,2019,ISD,
63,67.17,-130.21,1993,2019,ISD,
223.3,64.12,-117.33,1994,2019,ISD,
498,60.43,-121.23,1994,2014,ISD,
451,61.92,-108.43,1996,1996,ISD,
481.5,43.73,-96.63,1994,2019,ISD,
485,61.97,-108.61,1996,2009,ISD,
384,49.9,-99.35,1994,2019,ISD,
79,43.18,-79.4,2004,2019,ISD,
176,45.33,-80.03,2004,2019,ISD,
9.8,61.09,-94.07,1996,2019,ISD,
551,59.98,-64.17,1996,2018,ISD,
834,57.13,-61.48,1998,2017,ISD,
26,48.67,-53.11,1996,2019,ISD,
683,54.72,-58.35,1998,2018,ISD,
32,47.7,-59.3,1992,2019,ISD,
29,47.13,-55.31,2001,2018,ISD,
10,54.77,-58.45,1955,1961,ISD,
440,53.55,-64.1,1977,2008,ISD,
32,45.47,-73.73,1991,2019,ISD,
321,52.23,-61.32,1992,1996,ISD,
18,45.72,-73.38,1994,2016,ISD,
19,50.23,-57.58,1955,2018,ISD,
24,50.23,-57.58,1979,1995,ISD,
8,51.02,-57.1,1986,2008,ISD,
7,48.37,-70.53,1994,2018,ISD,
32.9,48.78,-64.47,1977,2019,ISD,
4,48.27,-70.11,1977,2019,ISD,
39,49.02,-64.4,1958,1963,ISD,
7,48.13,-69.7,2001,2019,ISD,
43,45.6,-64.95,2003,2019,ISD,
294,48.55,-81.38,1977,2019,ISD,
0,40,-50,1977,2004,ISD,
11,47.62,-57.62,1991,2004,ISD,
31,45.87,-73,2005,2007,ISD,
1,47.87,-55.85,1977,1983,ISD,
162,45.87,-77.25,1959,2019,ISD,
18,-48.17,-52.93,1992,1995,ISD,
10,49.12,-53.58,1992,2019,ISD,
40,47.57,-59.15,1977,2017,ISD,
11,47.77,-59.33,1955,1963,ISD,
40,47.57,-59.18,1991,1995,ISD,
16,46.18,-72.91,2001,2019,ISD,
690,60.12,-128.81,2005,2019,ISD,
70,48.4,-123.31,1955,2019,ISD,
67,48.42,-123.31,1981,1991,ISD,
0,48.38,-123.91,1992,1995,ISD,
3,49.28,-123.11,1980,2019,ISD,
3,49.18,-123.16,1988,1988,ISD,
712,52.78,-112.43,1980,2019,ISD,
32,48.37,-123.75,1988,2006,ISD,
5,48.3,-123.53,1993,1995,ISD,
161,49.35,-123.18,1993,1995,ISD,
12,48.43,-123.43,1994,1995,ISD,
154,48.53,-123.47,1995,2012,ISD,
429.5,49.96,-119.37,1993,2019,ISD,
429,49.95,-119.38,1983,1993,ISD,
6,49.47,-123.92,1999,2001,ISD,
1,49.1,-123.3,1992,1995,ISD,
106,49.95,-125.26,1980,2005,ISD,
35.7,52.39,-126.59,1983,2019,ISD,
35,52.38,-126.58,1988,1993,ISD,
52,49.78,-123.16,1982,2019,ISD,
52,49.78,-123.16,1988,1993,ISD,
52,49.78,-123.16,2010,2010,ISD,
224.1,53.82,-89.9,1993,2019,ISD,
129.5,49.83,-124.5,1996,2019,ISD,
120,49.82,-124.5,1983,1993,ISD,
11,49.1,-123.3,2001,2019,ISD,
5,49.48,-123.3,1996,2019,ISD,
673,47.32,-71.13,2004,2019,ISD,
243.4,47.68,-79.83,2008,2019,ISD,
687,52.12,-110.1,2004,2019,ISD,
283,49.03,-119.43,1995,2019,ISD,
512.1,50.27,-117.81,1995,2019,ISD,
1006,50.27,-113.35,2002,2019,ISD,
351,50.7,-119.28,1995,2019,ISD,
5,54.17,-130.35,1996,2019,ISD,
22.6,54.3,-130.6,1996,2019,ISD,
630,56.3,-119.73,2004,2019,ISD,
802,58.43,-130.03,1993,2019,ISD,
772,51.93,-110.7,2004,2019,ISD,
1310,49.05,-112.81,2004,2019,ISD,
881,49.48,-111.48,2004,2019,ISD,
602,55.38,-116.46,2004,2019,ISD,
688,53.18,-112.23,2004,2019,ISD,
675,52.83,-111.86,2004,2019,ISD,
457,56.97,-117.45,2004,2019,ISD,
745,55.2,-119.4,1996,2019,ISD,
817,49.73,-111.45,1994,2019,ISD,
1298,51.08,-115.06,1993,2019,ISD,
852,53.08,-114.43,2004,2019,ISD,
1009,50,-113.63,1994,2019,ISD,
1235,51.07,-114.21,1993,2019,ISD,
1303,49.62,-114.48,1993,2019,ISD,
678,51.43,-112.66,1996,2019,ISD,
713.7,53.68,-112.86,1993,2019,ISD,
374,49.55,-99.06,1993,2019,ISD,
707,51.67,-110.2,1993,2019,ISD,
747,53.45,-114.46,1993,2006,ISD,
860,52.45,-113.75,1993,2019,ISD,
910,49.7,-112.76,1994,2019,ISD,
1050,49.13,-112.05,1993,2019,ISD,
2543,50.93,-115.18,1994,2019,ISD,
546,56.53,-115.26,1993,2019,ISD,
717,50.02,-110.71,1993,2002,ISD,
373,58.58,-118.5,1996,1996,ISD,
1114,51.77,-114.68,1993,2019,ISD,
857,51.77,-113.2,1993,2019,ISD,
110,47.52,-52.78,1994,2019,ISD,
2164,49.58,-114.42,1996,1996,ISD,
779,50.05,-112.13,1993,2019,ISD,
1402,53.38,-118.33,1994,2019,ISD,
241,58.7,-113.86,1995,2019,ISD,
739,53.03,-112.81,1994,2019,ISD,
310,57.03,-111.55,1994,2019,ISD,
785,54.15,-115.78,2001,2016,ISD,
836,51.65,-112.66,2004,2019,ISD,
1046,51.75,-114.06,2004,2019,ISD,
750,51.12,-111.7,2004,2019,ISD,
192,46.49,-84.5,1986,2019,ISD,
188,46.48,-84.5,1988,1993,ISD,
214,43.77,-81.71,1981,2019,ISD,
97.8,43.19,-79.17,1983,2019,ISD,
237.7,43.17,-79.93,1993,2019,ISD,
24,44.63,-63.51,2008,2019,ISD,
198.1,43.86,-79.37,1986,2019,ISD,
76.5,43.62,-79.38,1979,2019,ISD,
77,43.63,-79.4,1979,1987,ISD,
929,49.63,-112.8,1996,2019,ISD,
517.6,54.82,-127.18,2004,2019,ISD,
800,50.3,-110.08,2004,2019,ISD,
180,44.5,-80.21,1994,2019,ISD,
635,54.63,-113.38,1994,2019,ISD,
281,58.7,-98.5,1994,2019,ISD,
183,44.85,-79.87,1996,2007,ISD,
545.6,54.02,-109.13,1994,2019,ISD,
184,42.3,-82.7,1996,2005,ISD,
680,54.27,-112.48,2004,2019,ISD,
649,54,-111.26,2004,2019,ISD,
678,53.62,-111.66,2004,2019,ISD,
698,55.08,-117.18,2004,2019,ISD,
623,53.33,-110.86,2004,2019,ISD,
53,50.22,-66.25,2004,2019,ISD,
82,44.42,-75.85,1994,2014,ISD,
221,44.53,-79.21,1994,2019,ISD,
748,56.12,-117.88,1994,2019,ISD,
714,53.92,-113.91,1994,2019,ISD,
664,54.28,-112.96,2004,2019,ISD,
625,53.92,-112.26,2004,2019,ISD,
574,54.77,-112.81,2004,2019,ISD,
19,69.1,-105.13,2004,2019,ISD,
795,52.33,-112.58,2004,2019,ISD,
125,44.7,-76.3,1996,1996,ISD,
233,49.15,-88.33,2003,2019,ISD,
190,45.23,-81.53,2005,2009,ISD,
9.1,68.78,-81.25,2009,2019,ISD,
331,45.07,-77.86,2001,2019,ISD,
363,50.63,-93.21,2003,2019,ISD,
251,44.23,-79.78,2004,2019,ISD,
102,43.28,-79.9,2004,2019,ISD,
191,42.03,-82.9,2003,2019,ISD,
218,49.4,-82.43,2003,2019,ISD,
99,45,-75.63,2004,2019,ISD,
324,48.15,-80,2004,2019,ISD,
680,53.88,-122.66,2009,2019,ISD,
177,41.93,-82.51,2004,2019,ISD,
1257,49.47,-114.18,2004,2019,ISD,
85,45.25,-74.96,2005,2019,ISD,
238,58.77,-111.11,2004,2013,ISD,
30,45.47,-74.28,2005,2006,ISD,
25,58.47,-78.08,1996,2019,ISD,
56,45.3,-74.3,2005,2007,ISD,
206,42.45,-81.88,2004,2019,ISD,
67,45.6,-61.66,2004,2019,ISD,
9,51.28,-80.61,2004,2019,ISD,
30,46.45,-62.56,2004,2019,ISD,
20,45.75,-64.23,2004,2019,ISD,
372,53.33,-104,2004,2019,ISD,
37.8,50.28,-63.6,1994,2019,ISD,
289,44.48,-79.55,2004,2019,ISD,
42,47.98,-66.33,1996,2019,ISD,
567,54.77,-112.01,2004,2019,ISD,
38,45.42,-63.46,2004,2019,ISD,
791,52.07,-111.43,1996,2019,ISD,
723,47.28,-70.63,1997,2019,ISD,
8,68.77,-81.23,2005,2019,ISD,
34,63.75,-68.55,2005,2019,ISD,
10,61.1,-94.06,2005,2019,ISD,
229,46.2,-70.78,1994,2019,ISD,
30,44.62,-63.41,2007,2019,ISD,
10,44.75,-63.66,2009,2019,ISD,
52,44.58,-63.55,2013,2019,ISD,
51,44.65,-63.61,2007,2019,ISD,
4,44.65,-63.58,2013,2019,ISD,
4,44.7,-63.63,2007,2019,ISD,
297,55.53,-102.35,2004,2019,ISD,
54,46.23,-63.73,2005,2006,ISD,
23,67.82,-115.12,2004,2019,ISD,
10,49.8,-124.53,2005,2014,ISD,
20,46.83,-71.17,2004,2007,ISD,
18,47.07,-70.53,2005,2014,ISD,
262,58.7,-98.5,2003,2019,ISD,
501,58.33,-62.58,1996,2019,ISD,
46,48.17,-52.93,2004,2019,ISD,
194,49.92,-55.66,1996,2019,ISD,
6,67.53,-64.01,2004,2019,ISD,
12,52.3,-55.83,2004,2019,ISD,
614,54.32,-113.95,2004,2019,ISD,
54,61.72,-157.15,1994,1994,ISD,
1073,49.62,-113.81,2004,2019,ISD,
767,51.38,-110.35,2004,2019,ISD,
944,49.5,-112.11,2004,2019,ISD,
971,51.18,-112.5,2004,2019,ISD,
948,49.13,-111.65,2004,2019,ISD,
824,49.8,-112.3,2004,2019,ISD,
655,56.07,-118.43,2004,2019,ISD,
621,55.62,-118.28,2004,2019,ISD,
585,54.5,-111.7,2004,2019,ISD,
53,46.35,-63.16,2004,2019,ISD,
665,53.65,-113.35,2004,2019,ISD,
376,43.65,-80.41,2004,2019,ISD,
965,52.43,-113.6,2004,2019,ISD,
683,53.57,-112.3,2004,2019,ISD,
65,82.5,-62.33,2004,2019,ISD,
51,64.32,-96,2004,2019,ISD,
6,67.55,-64.03,2005,2019,ISD,
27,70.48,-68.51,2005,2019,ISD,
616,53.67,-110.58,2008,2019,ISD,
649,52.77,-110.41,2007,2019,ISD,
164,60.83,-115.76,2004,2019,ISD,
203,60.02,-111.91,2004,2019,ISD,
42,68.63,-95.85,2004,2019,ISD,
103,68.32,-133.51,2004,2019,ISD,
168,61.75,-121.23,2004,2019,ISD,
48.2,64.23,-76.53,2004,2004,ISD,
817,49.32,-57.4,2004,2019,ISD,
75,45.05,-75.33,2005,2007,ISD,
321.3,43.46,-80.37,1993,2019,ISD,
314,43.45,-80.38,1977,1990,ISD,
314,43.45,-80.38,1990,1993,ISD,
583,55.3,-114.78,2004,2019,ISD,
96,44.23,-64.85,1989,1990,ISD,
110,46.55,-72.73,2001,2019,ISD,
27.4,45.52,-73.41,1955,2019,ISD,
27,45.52,-73.41,1988,1993,ISD,
7,45.5,-73.52,1994,1995,ISD,
44,45.28,-73.33,1992,2019,ISD,
50,45.63,-73.55,1955,2007,ISD,
46,45.23,-74.1,1993,1993,ISD,
152,45.05,-72.85,1992,2019,ISD,
7,50.15,-60.05,1994,2019,ISD,
9,50.22,-64.2,1994,2019,ISD,
239,46.07,-74.55,1993,2019,ISD,
39,45.42,-73.91,1994,2019,ISD,
169,47.4,-72.78,1993,2019,ISD,
137,48.83,-72.53,1994,2019,ISD,
855,52.72,-113.9,2008,2019,ISD,
113,48.58,-71.7,1994,2019,ISD,
791,47.55,-71.21,1994,2019,ISD,
498,50.72,-71,1993,2019,ISD,
6,47.07,-70.76,1994,2019,ISD,
7,48.4,-68.88,1994,2019,ISD,
166,48.47,-67.43,2001,2019,ISD,
304,48.88,-71.01,2001,2019,ISD,
152,48.3,-70.91,2001,2019,ISD,
61,46.68,-71.96,2001,2019,ISD,
24,50.15,-66.43,2001,2019,ISD,
195,45.83,-75.63,2001,2019,ISD,
91,46.78,-71.28,1997,2019,ISD,
1081,51.1,-114,2004,2019,ISD,
77,45.32,-74.6,2005,2006,ISD,
145.4,44.88,-63.5,1960,2019,ISD,
145,44.88,-63.51,1977,1979,ISD,
145,44.88,-63.51,1949,1993,ISD,
33,44.72,-63.68,1995,1995,ISD,
10,44.67,-63.58,1999,1999,ISD,
28,44.98,-64.91,1955,2019,ISD,
0,47.2,-55.1,1986,1989,ISD,
75,45.62,-74.41,1977,2006,ISD,
40,45.37,-63.26,1996,2005,ISD,
755,51.58,-110.75,1980,2019,ISD,
44,43.88,-60.55,1991,1996,ISD,
13,43.45,-65.46,1993,1995,ISD,
103,48.97,-56.06,1981,2019,ISD,
566.9,49.12,-117.73,2004,2019,ISD,
290,48.58,-57.23,1993,1996,ISD,
92,49.68,-54.8,1985,2019,ISD,
16,44.82,-62.33,1985,2019,ISD,
215,58.97,-110.43,2003,2019,ISD,
679,53.33,-112.53,1986,2019,ISD,
6,51.02,-57.1,1985,2019,ISD,
16,68.53,-89.8,2005,2019,ISD,
60,47.37,-55.78,1985,2019,ISD,
845,49.55,-111.05,2008,2019,ISD,
223,53.97,-97.83,1977,2019,ISD,
23,45.85,-64.26,1996,2005,ISD,
10,43.98,-64.66,1977,2019,ISD,
8,46.45,-61.98,1978,2019,ISD,
804,51.82,-111.68,1982,2019,ISD,
17,46.53,-61.08,1991,1995,ISD,
556,54.37,-110.86,1988,2019,ISD,
4,47.07,-64.8,1996,2005,ISD,
2,45.77,-62.68,1985,2019,ISD,
10,45.72,-60.23,1986,2002,ISD,
15,47.23,-60.13,1986,1988,ISD,
10,45.72,-60.23,1988,1991,ISD,
30,50.72,-56.12,1985,2019,ISD,
27,47.22,-60.13,1987,2019,ISD,
8,45.35,-60.98,1985,2019,ISD,
589,51.87,-63.28,1980,2019,ISD,
237,45.15,-72.58,1981,1987,ISD,
7,49.08,-61.7,1985,2019,ISD,
7,49.08,-61.7,1988,1988,ISD,
4,47,-70.81,1985,2019,ISD,
5,47,-70.81,1988,1988,ISD,
29,49.25,-65.31,1985,2019,ISD,
29,49.25,-65.33,1988,1988,ISD,
6,48.07,-69.55,1984,2019,ISD,
130,47.77,-69.58,1988,1993,ISD,
6,49.32,-67.36,1985,2019,ISD,
5,49.1,-66.65,1985,2019,ISD,
35,49.08,-66.73,1988,1988,ISD,
15,48.42,-64.31,1985,2019,ISD,
79,43.83,-77.15,1977,2019,ISD,
78,43.95,-78.16,1977,2019,ISD,
79,43.25,-79.21,1977,2019,ISD,
182,44.52,-80.01,1991,1991,ISD,
180,44.5,-80.21,1993,1994,ISD,
183,44.85,-79.86,1992,1995,ISD,
187,47.33,-85.83,1980,2019,ISD,
331,45.07,-77.86,2000,2008,ISD,
53,54.98,-85.43,1981,2019,ISD,
489,49.03,-90.46,1981,2019,ISD,
191.4,44.23,-78.36,1980,2019,ISD,
295,44.38,-79.78,1996,1996,ISD,
77,43.3,-79.8,1991,2019,ISD,
78,43.3,-79.8,1984,1991,ISD,
191,45.03,-80.36,1984,2019,ISD,
181,45.33,-81.73,1985,2019,ISD,
221,50.8,-96.88,1988,1995,ISD,
901,51.23,-112.98,1977,2019,ISD,
253,49.02,-97.55,1981,2019,ISD,
253,51.08,-97.55,1985,2019,ISD,
335,52.12,-101.23,1988,2019,ISD,
627,50.65,-99.93,1991,2019,ISD,
223,52.82,-97.6,1984,2019,ISD,
223,52.8,-97.61,1988,1988,ISD,
825,50.27,-107.73,1991,2019,ISD,
446,49.28,-100.98,1990,2019,ISD,
268,50.17,-96.05,1991,2019,ISD,
329,49.02,-95.6,2001,2019,ISD,
595,51.13,-106.58,1981,2019,ISD,
594,51.13,-106.58,1983,1990,ISD,
344,56.33,-103.28,1990,2019,ISD,
589,49.7,-103.8,1990,2019,ISD,
767,49.9,-109.46,1990,2019,ISD,
569,53.92,-106.06,1990,2019,ISD,
665,50.95,-107.15,1991,2019,ISD,
490,52.82,-104.6,1991,2019,ISD,
747,50.55,-111.85,1991,2019,ISD,
639,53.52,-112.1,1991,2019,ISD,
676,50.9,-109.5,1991,2019,ISD,
196,45.97,-81.48,1985,2019,ISD,
563,55.8,-117.88,1984,2019,ISD,
218,48.3,-88.87,1996,1996,ISD,
183,45.63,-82.96,1985,2019,ISD,
184,42.87,-79.25,1986,2019,ISD,
175,42.55,-80.05,1986,2019,ISD,
178,42.25,-81.9,1986,2019,ISD,
195,41.83,-82.46,1985,2016,ISD,
88,72,-125.26,1996,2019,ISD,
186,42.47,-82.41,1986,1988,ISD,
260,49.72,-88.33,1992,2019,ISD,
488,65.75,-111.25,2005,2019,ISD,
655,55.73,-120.16,2008,2008,ISD,
14,53.3,-132.76,1980,2019,ISD,
7,54.03,-132.13,2006,2019,ISD,
5,54.02,-132.11,1992,1992,ISD,
24,48.78,-123.03,1980,2019,ISD,
5,48.42,-123.33,1992,2019,ISD,
1057,51.15,-121.5,1981,2017,ISD,
76,49.32,-124.91,1981,2019,ISD,
2,49.27,-124.83,1983,1995,ISD,
8,54.57,-130.68,1988,2019,ISD,
17,55.5,-130.63,1985,1986,ISD,
13,54.58,-130.7,1984,1988,ISD,
7,54.15,-131.65,1986,2019,ISD,
7,54.17,-131.66,1988,1988,ISD,
7,54.17,-131.66,1984,1986,ISD,
111,50.82,-128.9,1985,2019,ISD,
99,50.1,-127.93,1985,2019,ISD,
94,65.28,-126.75,2005,2019,ISD,
819,53.57,-115.12,1986,2019,ISD,
19,50.4,-125.86,1988,1988,ISD,
31,52.18,-127.46,1985,2019,ISD,
25,52.18,-127.46,1988,1988,ISD,
676,54.4,-114.76,1987,2019,ISD,
275,48.58,-123.58,1991,1995,ISD,
1670,51.25,-123.08,1992,1995,ISD,
15,53.5,-130.63,1986,2019,ISD,
17,53.03,-131.6,1988,2008,ISD,
1605,50.93,-127.65,1985,2019,ISD,
1020,52.93,-118.03,1991,2019,ISD,
726,49.73,-105.93,1991,2019,ISD,
514,57.25,-105.6,1994,2019,ISD,
660,52.37,-108.83,2001,2019,ISD,
244,65.08,-102.41,1980,2019,ISD,
82,66.23,-128.65,2001,2019,ISD,
522,69.18,-122.35,2001,2019,ISD,
30.9,45.42,-64.35,2005,2019,ISD,
430,46.05,-71.26,2007,2019,ISD,
1145,51.37,-114.08,2004,2019,ISD,
504,52.17,-106.71,1981,2019,ISD,
494,65.77,-111.25,1982,2006,ISD,
213,60.23,-123.46,1992,2019,ISD,
907,50.93,-112.93,1990,2019,ISD,
61,66.08,-96.5,1996,1996,ISD,
514,57.25,-105.61,1991,2019,ISD,
237,63.23,-101.76,1996,2010,ISD,
670,53.82,-114.53,1986,2019,ISD,
1,69.57,-138.91,1986,2019,ISD,
17,69.62,-135.43,1986,2019,ISD,
213,65.22,-123.43,1986,2019,ISD,
754,53.22,-113.9,1988,2019,ISD,
595,60.77,-137.58,1991,2019,ISD,
731,66.98,-136.21,1991,2019,ISD,
455,57.25,-117.28,1991,2019,ISD,
113,43.67,-79.4,2004,2019,ISD,
903,49.68,-112.75,2004,2019,ISD,
586,51.57,-107.91,1991,2019,ISD,
526,51.67,-105.4,1991,2019,ISD,
11,50.27,-64.21,1994,2019,ISD,
11.9,50.18,-61.78,1995,2019,ISD,
510,52.15,-106.55,1996,2006,ISD,
